         472639 function calls (450277 primitive calls) in 1.746 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 argparse.py:985(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 argparse.py:701(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 _deprecations.py:45(Annotations)
        1    0.000    0.000    0.000    0.000 _deprecations.py:390(Margin)
        1    0.000    0.000    0.000    0.000 getipython.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:2306(ModuleScanner)
        1    0.000    0.000    0.000    0.000 pdb.py:119(_rstr)
        1    0.000    0.000    0.000    0.000 path.py:152(HomeDirError)
        1    0.000    0.000    0.000    0.000 text.py:471(EvalFormatter)
        1    0.000    0.000    0.000    0.000 display.py:409(Pretty)
        1    0.000    0.000    0.000    0.000 display.py:355(ScribdDocument)
        1    0.000    0.000    0.000    0.000 pretty.py:519(RawText)
        1    0.000    0.000    0.000    0.000 __init__.py:715(NameHighlightFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:760(RaiseOnErrorTokenFilter)
        1    0.000    0.000    0.000    0.000 skipdoctest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lexer.py:335(_inherit)
        1    0.000    0.000    0.000    0.000 lexer.py:470(default)
        1    0.000    0.000    0.000    0.000 autocall.py:51(ExitAutocall)
        1    0.000    0.000    0.000    0.000 autocall.py:59(ZMQExitAutocall)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:790(MaybeAsyncCommandCompiler)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:116(ProvisionalWarning)
        1    0.000    0.000    0.000    0.000 tree.py:270(FStringString)
        1    0.000    0.000    0.000    0.000 tree.py:297(_StringComparisonMixin)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:112(DummyAutoSuggest)
        1    0.000    0.000    0.000    0.000 value.py:414(CompiledValueName)
        1    0.000    0.000    0.000    0.000 unicode_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:349(_AttributeOverwriteMixin)
        1    0.000    0.000    0.000    0.000 html.py:126(HTMLFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:62(DOMException)
        1    0.000    0.000    0.000    0.000 __init__.py:124(UserDataHandler)
        1    0.000    0.000    0.000    0.000 pygments.py:55(SyncFromStart)
        1    0.000    0.000    0.000    0.000 processors.py:125(Transformation)
        1    0.000    0.000    0.000    0.000 processors.py:260(HighlightSelectionProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:574(AppendAutoSuggestion)
        1    0.000    0.000    0.000    0.000 processors.py:931(DynamicProcessor)
        1    0.000    0.000    0.000    0.000 tree.py:756(TryStmt)
        1    0.000    0.000    0.000    0.000 screen.py:311(WritePosition)
        1    0.000    0.000    0.000    0.000 errors.py:1230(_WithItemRule)
        1    0.000    0.000    0.000    0.000 errors.py:1182(_CompForRule)
        1    0.000    0.000    0.000    0.000 errors.py:991(_TryStmtRule)
        1    0.000    0.000    0.000    0.000 errors.py:740(_FutureImportRule)
        1    0.000    0.000    0.000    0.000 errors.py:722(_TrailingImportComma)
        1    0.000    0.000    0.000    0.000 vt100_parser.py:36(_Flush)
        1    0.000    0.000    0.000    0.000 tree.py:173(EndMarker)
        1    0.000    0.000    0.000    0.000 toolbars.py:191(ArgToolbar)
        1    0.000    0.000    0.000    0.000 tree.py:248(Number)
        1    0.000    0.000    0.000    0.000 environment.py:124(_SameEnvironmentMixin)
        1    0.000    0.000    0.000    0.000 guarded_eval.py:39(InstancesHaveGetItem)
        1    0.000    0.000    0.000    0.000 errors.py:833(_AnnotatorRule)
        1    0.000    0.000    0.000    0.000 pep8.py:109(ImplicitNode)
        1    0.000    0.000    0.000    0.000 typing.py:96(TypingModuleFilterWrapper)
        1    0.000    0.000    0.000    0.000 stub_value.py:72(TypingModuleContext)
        1    0.000    0.000    0.000    0.000 base.py:303(_GenericInstanceWrapper)
        1    0.000    0.000    0.000    0.000 stdlib.py:366(ClassMethodArguments)
        1    0.000    0.000    0.000    0.000 stdlib.py:546(MergedPartialArguments)
        1    0.000    0.000    0.000    0.000 pytest.py:33(infer_anonymous_param)
        1    0.000    0.000    0.000    0.000 django.py:280(QuerySetMethodWrapper)
        1    0.000    0.000    0.000    0.000 namespace.py:12(ImplicitNSName)
        1    0.000    0.000    0.000    0.000 filters.py:191(__init__)
        1    0.000    0.000    0.000    0.000 webbrowser.py:306(Galeon)
        1    0.000    0.000    0.000    0.000 webbrowser.py:328(Opera)
        1    0.000    0.000    0.000    0.000 webbrowser.py:159(GenericBrowser)
        2    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 __init__.py:1273(append)
        1    0.000    0.000    0.000    0.000 file_name.py:9(PathName)
        1    0.000    0.000    0.000    0.000 environment.py:26(InvalidPythonEnvironment)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(PlotlyError)
        1    0.000    0.000    0.000    0.000 argparse.py:1002(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 exceptions.py:48(PlotlyDictValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:61(PlotlyListEntryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(PlotlyDataTypeError)
        1    0.000    0.000    0.000    0.000 _deprecations.py:73(Frames)
        1    0.000    0.000    0.000    0.000 _deprecations.py:98(AngularAxis)
        1    0.000    0.000    0.000    0.000 _deprecations.py:126(Annotation)
        1    0.000    0.000    0.000    0.000 _deprecations.py:154(ColorBar)
        1    0.000    0.000    0.000    0.000 _deprecations.py:247(ErrorY)
        1    0.000    0.000    0.000    0.000 _deprecations.py:278(ErrorZ)
        1    0.000    0.000    0.000    0.000 _deprecations.py:303(Font)
        1    0.000    0.000    0.000    0.000 _deprecations.py:446(RadialAxis)
        1    0.000    0.000    0.000    0.000 _deprecations.py:555(YAxis)
        1    0.000    0.000    0.000    0.000 _deprecations.py:583(ZAxis)
        1    0.000    0.000    0.000    0.000 _deprecations.py:636(YBins)
        1    0.000    0.000    0.000    0.000 _deprecations.py:664(Trace)
        1    0.000    0.000    0.000    0.000 offline.py:29(get_plotlyjs_version)
        1    0.000    0.000    0.000    0.000 util.py:30(ClassNotFound)
        1    0.000    0.000    0.000    0.000 util.py:321(UnclosingTextIOWrapper)
        1    0.000    0.000    0.000    0.000 embed.py:24(KillEmbedded)
        1    0.000    0.000    0.000    0.000 pdb.py:90(Restart)
        1    0.000    0.000    0.000    0.000 display.py:452(Math)
        1    0.000    0.000    0.000    0.000 pretty.py:712(_ReFlags)
        2    0.000    0.000    0.000    0.000 pretty.py:648(_set_pprinter_factory)
        1    0.000    0.000    0.000    0.000 __init__.py:789(VisibleWhitespaceFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:907(TokenMergeFilter)
        1    0.000    0.000    0.000    0.000 <decorator-gen-6>:1(<module>)
        1    0.000    0.000    0.000    0.000 formatters.py:216(FormatterWarning)
        1    0.000    0.000    0.000    0.000 <decorator-gen-0>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-4>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-8>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-9>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-13>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-17>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-18>:1(<module>)
        1    0.000    0.000    0.000    0.000 buffer.py:1934(_Retry)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:121(AutoSuggestFromHistory)
        1    0.000    0.000    0.000    0.000 errors.py:577(_ContinueChecks)
        1    0.000    0.000    0.000    0.000 style_transformation.py:89(ReverseStyleTransformation)
        1    0.000    0.000    0.000    0.000 filters.py:355(LazyAttributeOverwrite)
        1    0.000    0.000    0.000    0.000 cache.py:84(inference_state_method_generator_cache)
        1    0.000    0.000    0.000    0.000 processors.py:151(DummyProcessor)
        1    0.000    0.000    0.000    0.000 errors.py:764(_StarExprRule)
        1    0.000    0.000    0.000    0.000 errors.py:673(_StarStarCheck)
        1    0.000    0.000    0.000    0.000 tree.py:433(Decorator)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:514(FilterCrutch)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:814(FragmentBuilderNS)
        1    0.000    0.000    0.000    0.000 guarded_eval.py:310(_DummyNamedTuple)
        1    0.000    0.000    0.000    0.000 lazy_value.py:18(LazyKnownValue)
        1    0.000    0.000    0.000    0.000 pep8.py:762(BlankLineAtEnd)
        1    0.000    0.000    0.000    0.000 base_value.py:353(ValueWrapper)
        1    0.000    0.000    0.000    0.000 signature.py:147(SignatureWrapper)
        1    0.000    0.000    0.000    0.000 access.py:145(AccessPath)
        1    0.000    0.000    0.000    0.000 __init__.py:108(InferenceStateSameProcess)
        1    0.000    0.000    0.000    0.000 context.py:364(ClassContext)
        1    0.000    0.000    0.000    0.000 function.py:378(AnonymousFunctionExecution)
        1    0.000    0.000    0.000    0.000 instance.py:84(MethodExecutionContext)
        1    0.000    0.000    0.000    0.000 iterable.py:178(_DictMixin)
        1    0.000    0.000    0.000    0.000 iterable.py:229(ListComprehension)
        1    0.000    0.000    0.000    0.000 typing.py:403(NewTypeFunction)
        1    0.000    0.000    0.000    0.000 django.py:233(GenericManagerWrapper)
        1    0.000    0.000    0.000    0.000 stdlib.py:331(StaticMethodObject)
        1    0.000    0.000    0.000    0.000 flask.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 {built-in method sys.setrecursionlimit}
        1    0.000    0.000    0.000    0.000 dataclasses.py:565(<genexpr>)
        2    0.000    0.000    0.000    0.000 basedatatypes.py:532(<listcomp>)
        1    0.000    0.000    0.000    0.000 application.py:127(ApplicationError)
        1    0.000    0.000    0.000    0.000 argparse.py:679(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:690(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 _deprecations.py:216(ErrorX)
        1    0.000    0.000    0.000    0.000 _deprecations.py:334(Legend)
        1    0.000    0.000    0.000    0.000 _deprecations.py:359(Line)
        1    0.000    0.000    0.000    0.000 _deprecations.py:415(Marker)
        1    0.000    0.000    0.000    0.000 _deprecations.py:474(Scene)
        1    0.000    0.000    0.000    0.000 _deprecations.py:499(Stream)
        1    0.000    0.000    0.000    0.000 _deprecations.py:608(XBins)
        1    0.000    0.000    0.000    0.000 pydoc.py:1628(_PlainTextDoc)
        1    0.000    0.000    0.000    0.000 executing.py:57(EnhancedAST)
        1    0.000    0.000    0.000    0.000 executing.py:61(Instruction)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:285(argument_group)
        1    0.000    0.000    0.000    0.000 display.py:446(Markdown)
        1    0.000    0.000    0.000    0.000 display.py:462(Latex)
        1    0.000    0.000    0.000    0.000 pretty.py:458(Breakable)
        1    0.000    0.000    0.000    0.000 pretty.py:436(Printable)
        1    0.000    0.000    0.000    0.000 <decorator-gen-3>:1(<module>)
        1    0.000    0.000    0.000    0.000 analysis.py:72(Warning)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:69(_NoStyle)
        1    0.000    0.000    0.000    0.000 patch_stdout.py:73(_Done)
        1    0.000    0.000    0.000    0.000 async_generator.py:49(_Done)
        1    0.000    0.000    0.000    0.000 errors.py:612(_NameChecks)
        1    0.000    0.000    0.000    0.000 filters.py:203(AnonymousFunctionExecutionFilter)
        1    0.000    0.000    0.000    0.000 utils.py:31(UncaughtAttributeError)
        1    0.000    0.000    0.000    0.000 helpers.py:149(SimpleGetItemNotFound)
        1    0.000    0.000    0.000    0.000 base_value.py:25(HasNoContext)
        1    0.000    0.000    0.000    0.000 validation.py:151(DummyValidator)
        1    0.000    0.000    0.000    0.000 pep8.py:56(BracketNode)
        1    0.000    0.000    0.000    0.000 errors.py:1261(_NamedExprRule)
        1    0.000    0.000    0.000    0.000 errors.py:1252(_ForStmtRule)
        1    0.000    0.000    0.000    0.000 errors.py:1245(_ExprListRule)
        1    0.000    0.000    0.000    0.000 errors.py:1236(_DelStmtRule)
        1    0.000    0.000    0.000    0.000 errors.py:958(_ParameterRule)
        1    0.000    0.000    0.000    0.000 errors.py:870(_ArgumentRule)
        1    0.000    0.000    0.000    0.000 renderer.py:266(HeightIsUnknownError)
        1    0.000    0.000    0.000    0.000 tree.py:314(Operator)
        1    0.000    0.000    0.000    0.000 tree.py:157(PythonBaseNode)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:806(ExpatBuilderNS)
        1    0.000    0.000    0.000    0.000 cache.py:103(_NodeCacheItem)
        1    0.000    0.000    0.000    0.000 diff.py:233(_PositionUpdatingFinished)
        1    0.000    0.000    0.000    0.000 tree.py:464(ErrorNode)
        1    0.000    0.000    0.000    0.000 names.py:676(StubModuleName)
        1    0.000    0.000    0.000    0.000 lazy_value.py:24(LazyKnownValues)
        1    0.000    0.000    0.000    0.000 lazy_value.py:58(MergedLazyValues)
        1    0.000    0.000    0.000    0.000 context.py:301(FunctionContext)
        1    0.000    0.000    0.000    0.000 context.py:395(CompiledContext)
        1    0.000    0.000    0.000    0.000 typing.py:239(ProxyTypingClassValue)
        1    0.000    0.000    0.000    0.000 arguments.py:135(AbstractArguments)
        1    0.000    0.000    0.000    0.000 iterable.py:516(FakeTuple)
        1    0.000    0.000    0.000    0.000 function.py:42(FunctionAndClassBase)
        1    0.000    0.000    0.000    0.000 syntax_tree.py:861(ContextualizedSubscriptListNode)
        1    0.000    0.000    0.000    0.000 stdlib.py:528(PartialMethodObject)
